Time - Voltage_1;Amplitude - Voltage_1
0;-0.003764
0.001;0.004197
0.002;0.006372
0.003;-0.009361
0.004;-0.003423
0.005;-0.002731
0.006;-0.00223
0.007;0.005115
0.008;0.012961
0.009;-0.001157
0.01;-0.006492
0.011;0.000234
0.012;-0.002521
0.013;-0.006482
0.014;0.000411
0.015;0.002538
0.016;-0.001067
0.017;0.008289
0.018;-0.004166
0.019;0.000975
0.02;0.002586
0.021;-0.001598
0.022;0.004036
0.023;-0.008267
0.024;-0.002681
0.025;-0.00238
0.026;-0.001899
0.027;0.001039
0.028;0.009175
0.029;-0.002631
0.03;0.002989
0.031;0.003907
0.032;-0.002892
0.033;0.00779
0.034;4.03E-05
0.035;-0.001287
0.036;0.000898
0.037;0.000117
0.038;0.003005
0.039;-0.003263
0.04;-0.001317
0.041;-0.001769
0.042;-0.001989
0.043;-0.004336
0.044;-0.005018
0.045;-0.001568
0.046;-0.002721
0.047;0.004954
0.048;0.01222
0.049;0.006195
0.05;0.001925
0.051;0.006968
0.052;0.00033
0.053;-0.000469
0.054;0.000749
0.055;0.000105
0.056;0.00141
0.057;0.00497
0.058;0.004648
0.059;-0.004406
0.06;-0.005941
0.061;0.010851
0.062;-0.001498
0.063;-0.004527
0.064;-0.003744
0.065;-0.003785
0.066;-0.002029
0.067;0.000604
0.068;0.012607
0.069;0.001184
0.07;0.002618
0.071;0.002103
0.072;-0.002651
0.073;0.001506
0.074;0.001184
0.075;0.002022
0.076;0.000717
0.077;-0.00229
0.078;-0.007325
0.079;0.006662
0.08;-0.004146
0.081;0.002666
0.082;0.004084
0.083;-0.001789
0.084;-0.001678
0.085;-0.003634
0.086;-0.001428
0.087;-0.001257
0.088;0.002167
0.089;0.0075
0.09;0.004068
0.091;0.015797
0.092;0.009562
0.093;-0.006212
0.094;0.002521
0.095;-0.001408
0.096;0.00294
0.097;-0.001127
0.098;-0.005439
0.099;0.011382
0.1;-0.001017
0.101;-0.00907
0.102;-0.009611
0.103;0.000475
0.104;0.002683
0.105;-0.003042
0.106;-0.002641
0.107;0.004132
0.108;0.001796
0.109;0.004229
0.11;0.003295
0.111;0.001861
0.112;0.004084
0.113;-0.001869
0.114;0.00323
0.115;-0.001287
0.116;0.000959
0.117;0.004712
0.118;-0.002942
0.119;-0.002942
0.12;-0.004597
0.121;0.000201
0.122;0.00431
0.123;-0.005379
0.124;-0.001347
0.125;-0.003343
0.126;-0.001608
0.127;7.25E-05
0.128;0.007693
0.129;0.001249
0.13;-0.00578
0.131;-0.001077
0.132;0.017311
0.133;0.002038
0.134;0.001216
0.135;-0.000957
0.136;0.000765
0.137;0.002924
0.138;-0.004055
0.139;0.002763
0.14;-0.007876
0.141;-0.003484
0.142;-0.003383
0.143;-0.002501
0.144;-0.003544
0.145;-0.001949
0.146;-0.001809
