Time - Voltage_1;Amplitude - Voltage_1
0;0.00787
0.001;0.009916
0.002;0.000717
0.003;0.00178
0.004;0.00228
0.005;0.002022
0.006;0.001474
0.007;-0.004296
0.008;-0.003704
0.009;0.00721
0.01;-0.004477
0.011;-0.008528
0.012;-0.004426
0.013;-0.001839
0.014;-0.001488
0.015;-0.001648
0.016;0.007339
0.017;0.005437
0.018;0.003923
0.019;-0.001638
0.02;0.00257
0.021;0.006211
0.022;-0.001337
0.023;0.00323
0.024;-0.000762
0.025;0.003085
0.026;0.001104
0.027;-0.001939
0.028;-0.003333
0.029;-0.001568
0.03;-0.001799
0.031;-0.002671
0.032;0.005115
0.033;-0.003353
0.034;-0.001307
0.035;-0.001067
0.036;0.006179
0.037;0.009514
0.038;-0.001147
0.039;-0.001909
0.04;0.005454
0.041;0.006775
0.042;-0.001849
0.043;0.002876
0.044;0.000588
0.045;0.002264
0.046;0.005727
0.047;-0.003072
0.048;0.000137
0.049;0.002715
0.05;-0.003594
0.051;-0.004426
0.052;0.000717
0.053;-0.003323
0.054;-0.001889
0.055;-0.001859
0.056;0.012414
0.057;0.003681
0.058;0.000363
0.059;5.64E-05
0.06;-0.002842
0.061;0.003246
0.062;0.000117
0.063;0.001039
0.064;-0.000957
0.065;0.004197
0.066;-0.004095
0.067;-0.004015
0.068;-0.008458
0.069;-0.003754
0.07;0.008789
0.071;0.01106
0.072;0.004422
0.073;-0.00571
0.074;-0.001578
0.075;-0.001458
0.076;0.007049
0.077;0.000427
0.078;0.001297
0.079;-0.001729
0.08;0.002892
0.081;-0.007926
0.082;-0.004386
0.083;0.005534
0.084;-0.002451
0.085;0.00634
0.086;-0.001037
0.087;-0.003042
0.088;0.000169
0.089;-0.005971
0.09;0.007435
0.091;-0.006442
0.092;-0.00212
0.093;0.001136
0.094;-0.002581
0.095;0.000556
0.096;0.004954
0.097;0.003375
0.098;0.002602
0.099;0.009755
0.1;-0.003012
0.101;-0.005379
0.102;0.002973
0.103;0.001603
0.104;0.00083
0.105;0.000943
0.106;0.003617
0.107;-0.00565
0.108;0.009433
0.109;-0.003694
0.11;-0.00223
0.111;-0.004757
0.112;0.005067
0.113;-0.003494
0.114;0.000427
0.115;-0.002621
0.116;0.007629
0.117;0.003875
0.118;0.010625
0.119;-0.000859
0.12;0.019502
0.121;0.00816
0.122;-0.004777
0.123;0.004004
0.124;-0.002009
0.125;0.003778
0.126;-0.004156
0.127;-0.005169
0.128;-0.00555
0.129;0.00663
0.13;0.003053
0.131;0.006356
0.132;-0.004236
0.133;-0.004206
0.134;0.000556
0.135;-0.001528
0.136;0.005921
0.137;0.002328
0.138;-0.001207
0.139;-0.006653
0.14;-0.005239
0.141;0.00787
0.142;0.001861
0.143;0.001748
0.144;0.00054
0.145;0.001603
0.146;0.000204
0.147;-0.004266
0.148;-0.00206
0.149;0.002924
0.15;0.006614
0.151;-0.008217
0.152;-0.010524
0.153;-0.002481
0.154;-0.002029
0.155;-0.000176
0.156;0.011399
0.157;0.008579
0.158;0.005518
0.159;0.005325
0.16;0.002892
0.161;0.000312
0.162;-0.002952
0.163;0.002747
0.164;0.000215
0.165;0.003681
0.166;0.003391
0.167;0.006307
0.168;0.0012
0.169;0.002248
0.17;-0.004998
0.171;-0.010434
0.172;-0.00226
0.173;-0.003444
0.174;0.000508
0.175;-0.001227
0.176;0.011237
0.177;0.002151
0.178;0.005341
0.179;0.002199
0.18;-0.001107
0.181;0.006017
0.182;0.001925
0.183;0.000781
0.184;0.000653
0.185;0.000475
0.186;-0.002922
0.187;0.001958
0.188;-0.004737
0.189;-0.003845
0.19;-0.003253
0.191;-0.005961
0.192;0.002167
0.193;-0.002481
0.194;-0.001779
0.195;0.001329
0.196;0.00874
0.197;0.007774
0.198;0.003585
0.199;-0.00236
0.2;0.003633
0.201;0.002264
0.202;-0.003714
0.203;0.000215
0.204;2.42E-05
0.205;0.003971
0.206;-0.004115
0.207;0.002167
0.208;0.001474
0.209;0.009594
0.21;-0.003393
0.211;0.007516
