Time - Voltage_1;Amplitude - Voltage_1
0;0.00199
0.001;0.015603
0.002;0.003987
0.003;-0.006111
0.004;0.005937
0.005;0.001168
0.006;0.002586
0.007;8.87E-05
0.008;-0.003504
0.009;-0.003333
0.01;-0.006883
0.011;0.004181
0.012;-0.002772
0.013;0.000475
0.014;-0.001849
0.015;-0.003143
0.016;-0.00231
0.017;-0.001147
0.018;0.001458
0.019;0.009143
0.02;0.008772
0.021;0.00816
0.022;-0.001388
0.023;-0.002772
0.024;-0.001277
0.025;-0.001147
0.026;0.000653
0.027;0.003843
0.028;-0.001277
0.029;0.00402
0.03;0.00062
0.031;0.007387
0.032;-0.002912
0.033;-0.001799
0.034;-0.001668
0.035;-0.002932
0.036;8.10E-06
0.037;-0.001668
0.038;0.00062
0.039;0.00091
0.04;0.006597
0.041;-0.002481
0.042;-0.002431
0.043;0.001732
0.044;0.008756
0.045;4.03E-05
0.046;0.001651
0.047;0.002054
0.048;-0.001709
0.049;-0.006001
0.05;0.001941
0.051;-0.003494
0.052;-0.001388
0.053;0.002457
0.054;0.000975
0.055;-0.004617
0.056;0.000218
0.057;-0.001829
0.058;0.008756
0.059;0.007403
0.06;0.008772
0.061;0.010593
0.062;0.003053
0.063;0.008305
0.064;0.007564
0.065;0.000475
0.066;0.002328
0.067;0.002956
0.068;0.002151
0.069;-0.004085
0.07;0.004857
0.071;-0.003484
0.072;0.000878
0.073;0.011946
0.074;-0.00214
0.075;-0.003664
0.076;-0.001528
0.077;-0.001468
0.078;0.00062
0.079;0.006146
0.08;0.002119
0.081;-0.003644
0.082;-0.005098
0.083;-0.002912
0.084;0.007016
0.085;0.002521
0.086;0.002022
0.087;-0.001047
0.088;-0.004858
0.089;-0.006733
0.09;0.008402
0.091;-0.001057
0.092;0.001796
0.093;-0.000957
0.094;0.002795
0.095;0.000701
0.096;-0.002812
0.097;-0.001287
0.098;0.008547
0.099;0.00953
0.1;-0.003925
0.101;0.004004
0.102;0.007983
0.103;0.002586
0.104;0.000137
0.105;-0.002812
0.106;0.001813
0.107;0.00178
0.108;0.003279
0.109;-0.002029
0.11;0.012768
0.111;-0.004938
0.112;-0.001969
0.113;-0.00575
0.114;-0.00225
0.115;-0.002531
0.116;-0.001909
0.117;-0.001227
0.118;0.001877
0.119;0.003198
0.12;-0.002912
0.121;0.012091
0.122;-0.00207
0.123;-0.003403
0.124;-0.001518
0.125;-0.001057
0.126;0.001265
0.127;0.001941
0.128;-0.003514
