Time - Voltage_1;Amplitude - Voltage_1
0;0.004193
0.001;0.000133
0.002;-6.68E-05
0.003;-0.000753
0.004;0.003081
0.005;-0.000761
0.006;-0.003258
0.007;-0.003659
0.008;-0.003408
0.009;0.004145
0.01;0.014456
0.011;-0.004792
0.012;-0.00057
0.013;-0.000821
0.014;0.000694
0.015;-2.80E-05
0.016;-0.000624
0.017;0.000222
0.018;-0.000731
0.019;0.00176
0.02;0.000584
0.021;-0.000511
0.022;0.000616
0.023;-0.000952
0.024;0.002405
0.025;-0.000389
0.026;-0.005514
0.027;-0.005073
0.028;-0.001192
0.029;0.005176
0.03;-0.000791
0.031;-0.006156
0.032;-0.000249
0.033;-0.001172
0.034;0.000914
0.035;0.000117
0.036;0.006046
0.037;0.006465
0.038;0.008028
0.039;-0.000871
0.04;-0.000801
0.041;-0.00056
0.042;-0.000608
0.043;-0.000834
0.044;0.00197
0.045;-0.00061
0.046;-0.000319
0.047;-0.001533
0.048;-0.003709
0.049;0.000834
0.05;0.000235
0.051;-0.001192
0.052;-0.003669
0.053;3.17E-05
0.054;-0.001643
0.055;-0.00064
0.056;0.006787
0.057;-0.002686
0.058;0.00284
0.059;0.004064
0.06;-1.85E-05
0.061;-0.00027
0.062;0.001535
0.063;0.000326
0.064;-0.00085
0.065;0.006271
0.066;0.000323
0.067;0.002727
0.068;-0.005073
0.069;-0.001232
0.07;-0.004672
0.071;-0.00041
0.072;0.000713
0.073;-0.003358
0.074;-0.000447
0.075;-0.000761
0.076;0.010025
0.077;0.003823
0.078;-0.00027
0.079;-0.002395
0.08;0.012039
0.081;0.000681
0.082;-0.000329
0.083;0.001229
0.084;0.000764
0.085;0.002679
0.086;-0.002596
0.087;0.004854
0.088;-0.004812
0.089;0.002373
0.09;0.006207
0.091;-0.000221
0.092;-0.003298
0.093;-0.003178
0.094;-6.68E-05
0.095;-0.001994
0.096;0.006014
0.097;0.007141
0.098;0.007883
0.099;-0.001633
0.1;0.002292
0.101;0.000974
0.102;0.000457
0.103;0.003388
0.104;-0.000129
0.105;0.003613
0.106;-0.004752
0.107;0.003388
0.108;-0.0004
0.109;-8.45E-06
0.11;0.000573
0.111;-0.000179
