Time - Voltage_1;Amplitude - Voltage_1
0;0.000834
0.001;-0.00055
0.002;-0.000624
0.003;-0.000995
0.004;0.002034
0.005;0.001213
0.006;0.005514
0.007;0.013956
0.008;0.00118
0.009;0.001664
0.01;-0.00085
0.011;0.003081
0.012;-0.002205
0.013;-0.00035
0.014;-0.001362
0.015;-0.00056
0.016;0.005369
0.017;-0.007811
0.018;0.000704
0.019;-0.001041
0.02;0.000353
0.021;-0.00055
0.022;0.010702
0.023;-0.000169
0.024;0.002211
0.025;-0.000882
0.026;0.006288
0.027;0.000939
0.028;0.000182
0.029;0.002211
0.03;0.000694
0.031;-0.000801
0.032;-0.001202
0.033;0.004064
0.034;0.003629
0.035;-0.002125
0.036;-0.000318
0.037;0.002034
0.038;-0.001362
0.039;-0.000979
0.04;-0.001212
0.041;0.00466
0.042;0.002953
0.043;0.000552
0.044;0.000302
0.045;0.000391
0.046;0.003146
0.047;0.006723
0.048;0.002534
0.049;-6.68E-05
0.05;0.004129
0.051;-0.000229
0.052;0.000531
0.053;-0.004622
0.054;0.000864
0.055;-0.00404
0.056;-0.006507
0.057;-0.00043
0.058;-0.003428
0.059;0.000904
0.06;-0.000971
0.061;0.000761
0.062;0.003178
0.063;0.004016
0.064;0.000149
0.065;0.010122
0.066;-0.00041
0.067;-0.00058
0.068;2.04E-05
0.069;0.000753
0.07;0.003597
0.071;-0.003378
0.072;1.16E-05
0.073;0.000764
0.074;-0.000834
0.075;-0.008634
0.076;0.000563
0.077;-0.000219
0.078;-0.001543
0.079;0.000553
0.08;-0.000149
0.081;0.003017
0.082;0.00661
0.083;0.000242
0.084;0.000784
0.085;0.013199
0.086;0.001905
0.087;0.000834
0.088;0.000192
0.089;0.00089
0.09;0.00052
0.091;4.17E-05
0.092;0.00255
0.093;-0.000239
0.094;-0.001804
0.095;-0.001563
0.096;-0.00056
0.097;-0.000511
0.098;-0.003208
0.099;0.000262
0.1;0.000954
0.101;0.012941
0.102;0.007448
0.103;0.003178
0.104;-0.004411
0.105;0.005321
0.106;0.000504
0.107;-0.000544
0.108;0.001486
0.109;0.001148
0.11;0.004805
0.111;0.003114
0.112;-0.000173
0.113;0.008575
0.114;0.000453
0.115;-0.001372
0.116;-0.003799
0.117;-0.003388
0.118;-0.00042
0.119;-0.00049
0.12;0.000704
0.121;0.001857
0.122;0.004
0.123;0.007947
0.124;-0.002536
0.125;-0.005645
0.126;0.006304
0.127;0.000235
0.128;0.001841
0.129;0.000246
0.13;0.003533
0.131;-0.005946
0.132;0.000294
0.133;0.003001
0.134;0.006223
0.135;0.006674
0.136;-0.00037
0.137;-7.63E-05
0.138;-0.001483
0.139;-0.000259
0.14;0.001084
0.141;0.009397
0.142;0.003549
0.143;-0.000463
0.144;-0.001533
0.145;0.006304
0.146;0.001841
0.147;-0.00027
0.148;0.001535
0.149;-0.000721
0.15;0.001938
0.151;0.000934
0.152;-0.001593
0.153;0.002389
0.154;-0.000951
0.155;-0.000751
0.156;-0.002817
0.157;0.000262
0.158;-0.001533
0.159;0.000593
0.16;-0.000769
0.161;0.002034
0.162;0.000333
0.163;0.007077
0.164;0.004644
0.165;0.008527
0.166;0.008801
0.167;-0.000689
0.168;0.000975
0.169;0.004225
0.17;-0.005133
0.171;0.00118
0.172;-0.004802
0.173;-0.003759
0.174;-0.002556
0.175;-0.002787
0.176;-0.004371
0.177;-0.001051
0.178;-0.00042
0.179;0.000463
0.18;0.000923
0.181;-0.004822
0.182;0.006288
0.183;0.003404
0.184;0.000413
0.185;-0.001774
0.186;0.002824
0.187;0.000222
0.188;0.00023
0.189;0.000133
0.19;0.003806
0.191;0.010525
0.192;0.000343
0.193;0.006433
0.194;0.003726
0.195;0.000894
0.196;-0.002566
0.197;-0.000961
0.198;0.000363
0.199;-0.000447
0.2;0.001664
0.201;-0.00061
0.202;0.008833
0.203;-0.003348
0.204;-0.001633
0.205;-0.002977
0.206;0.003903
0.207;-0.000785
0.208;0.001438
0.209;0.000294
0.21;-0.003208
0.211;-0.001854
0.212;-0.001001
0.213;-0.001011
0.214;0.010041
0.215;-0.002054
0.216;-0.004191
0.217;8.18E-05
0.218;0.000242
0.219;0.000753
0.22;0.001454
0.221;0.003404
0.222;0.005917
0.223;0.008028
0.224;0.000413
0.225;0.000252
0.226;0.000914
0.227;0.0006
0.228;-0.00035
0.229;0.001277
0.23;-0.005384
0.231;0.000262
0.232;-0.000961
0.233;0.000553
0.234;-0.004532
0.235;-0.001443
0.236;-0.000656
0.237;-0.003198
0.238;-0.00055
0.239;0.000423
0.24;0.015874
0.241;0.000232
0.242;0.013554
0.243;0.012506
0.244;-0.00063
0.245;-0.00045
0.246;-0.000721
0.247;0.000101
0.248;0.000827
0.249;0.004177
0.25;0.004628
0.251;-0.002315
0.252;-0.000237
0.253;-0.002084
0.254;-0.000382
0.255;-0.000971
0.256;-0.004542
0.257;0.000309
0.258;-0.001222
0.259;0.001293
0.26;0.008511
0.261;0.000443
0.262;0.001019
0.263;-0.000447
0.264;-0.002044
0.265;0.000149
0.266;0.000584
0.267;0.000533
0.268;0.002276
0.269;0.000523
0.27;-0.000209
0.271;-0.004381
0.272;0.006465
0.273;-0.001242
0.274;-0.005815
0.275;0.000471
0.276;-0.003469
0.277;-0.00085
0.278;-0.001102
0.279;0.004354
0.28;0.002646
0.281;0.003581
0.282;-0.002024
0.283;-0.005173
0.284;-0.00046
0.285;0.000375
0.286;-0.000237
0.287;0.003645
0.288;-0.000415
0.289;0.007947
0.29;-0.000721
0.291;-0.003017
0.292;0.000774
0.293;-0.000221
0.294;-0.000319
0.295;-0.004481
0.296;-0.00071
0.297;1.16E-05
0.298;-4.86E-05
0.299;-0.000237
0.3;0.002598
0.301;-0.000721
0.302;0.001938
0.303;-0.002877
0.304;0.004854
0.305;0.002985
0.306;0.000804
0.307;-0.000447
0.308;0.0006
0.309;-0.001192
0.31;-0.000319
0.311;0.011073
0.312;0.000583
0.313;0.003098
0.314;-0.004742
